%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1554932509320495005,84851,1554932509320495005,world,-0.846905708313,-0.842291593552,0.946596384048,0.0590484328568,-0.0192032326013,-0.966145992279,-0.250412911177
1554932509320539533,84852,1554932509320539533,world,-0.847604513168,-0.842470169067,0.946668148041,0.0586180090904,-0.018600333482,-0.966685533524,-0.248469412327
1554932509350441689,84853,1554932509350441689,world,-0.846840620041,-0.842299938202,0.946592330933,0.0591235235333,-0.0184977203608,-0.966366231441,-0.249596744776
1554932509370266767,84854,1554932509370266767,world,-0.846423387527,-0.842232227325,0.946572065353,0.0591175146401,-0.0183885097504,-0.966178417206,-0.250332385302
1554932509380690242,84855,1554932509380690242,world,-0.846324920654,-0.842215299606,0.946591615677,0.0593506768346,-0.0183195993304,-0.966011166573,-0.250927209854
1554932509420943153,84856,1554932509420943153,world,-0.846157312393,-0.842194795609,0.946525812149,0.0593807846308,-0.0190797057003,-0.965765476227,-0.251807510853
1554932509470677071,84857,1554932509470677071,world,-0.845483541489,-0.842589378357,0.945833444595,0.0566692203283,-0.0241147354245,-0.965028524399,-0.254807770252
1554932509480033904,84858,1554932509480033904,world,-0.844682693481,-0.842550754547,0.945212841034,0.0541106984019,-0.0287438817322,-0.963993728161,-0.258770316839
1554932509490312480,84859,1554932509490312480,world,-0.844238042831,-0.842417478561,0.944814443588,0.0479400344193,-0.0314323194325,-0.963450491428,-0.261680930853
1554932509520372809,84860,1554932509520372809,world,-0.844493865967,-0.84259390831,0.94465970993,0.0433684661984,-0.0307040512562,-0.963447451591,-0.262574613094
1554932509520449494,84862,1554932509520449494,world,-0.844680070877,-0.84244799614,0.944797039032,0.0452254489064,-0.0291452035308,-0.963987290859,-0.260449051857
1554932509530690029,84863,1554932509530690029,world,-0.844752311707,-0.842489480972,0.944578647614,0.0488175116479,-0.0312780737877,-0.964018702507,-0.259435266256
1554932509530718412,84864,1554932509530718412,world,-0.844808101654,-0.842500209808,0.944525957108,0.0508462153375,-0.0321281664073,-0.964066386223,-0.258763581514
1554932509550491590,84865,1554932509550491590,world,-0.844861268997,-0.84249663353,0.944568157196,0.0519458428025,-0.0320654548705,-0.96412551403,-0.258332043886
1554932509570254001,84866,1554932509570254001,world,-0.844908714294,-0.84240603447,0.944959640503,0.050046864897,-0.0287527944893,-0.964364945889,-0.258203357458
1554932509570292841,84867,1554932509570292841,world,-0.84493970871,-0.842447042465,0.944849967957,0.0517755970359,-0.0299619231373,-0.964300394058,-0.257965803146
1554932509570347837,84868,1554932509570347837,world,-0.844974279404,-0.842372894287,0.945147514343,0.0500729717314,-0.0274787265807,-0.964463531971,-0.257968783379
1554932509580784350,84869,1554932509580784350,world,-0.844995737076,-0.842323541641,0.945303201675,0.049347858876,-0.026320617646,-0.96454513073,-0.257924109697
1554932509590214003,84870,1554932509590214003,world,-0.845019102097,-0.842304468155,0.945384263992,0.0491217896342,-0.0257573220879,-0.964591622353,-0.257850080729
1554932509590258282,84871,1554932509590258282,world,-0.845042943954,-0.842299461365,0.945406198502,0.0491825900972,-0.0256027430296,-0.964601576328,-0.257816642523
1554932509600579924,84872,1554932509600579924,world,-0.845048427582,-0.842305421829,0.94540643692,0.0494515039027,-0.0256078951061,-0.964578568935,-0.257850915194
1554932509611034069,84873,1554932509611034069,world,-0.845049381256,-0.842302799225,0.945399284363,0.0496219396591,-0.0257340632379,-0.964578390121,-0.257806122303
1554932509670208774,84874,1554932509670208774,world,-0.845083236694,-0.842197656631,0.945217132568,0.049069724977,-0.0242039375007,-0.964566528797,-0.258104383945
1554932509680715939,84875,1554932509680715939,world,-0.845099449158,-0.842133760452,0.945132017136,0.0485241487622,-0.0231327880174,-0.964544653893,-0.258386999369
1554932509780279236,84876,1554932509780279236,world,-0.844998598099,-0.842324018478,0.945770740509,0.0556828044355,-0.0239571835846,-0.964289486408,-0.257820278406
1554932509780323639,84877,1554932509780323639,world,-0.844929933548,-0.842291593552,0.946049451828,0.0584887750447,-0.0235600322485,-0.964177429676,-0.257654368877
1554932509799994994,84878,1554932509799994994,world,-0.844972848892,-0.84193444252,0.945979595184,0.058799687773,-0.0244739484042,-0.964437305927,-0.256523400545
1554932509800067821,84880,1554932509800067821,world,-0.844902992249,-0.842311620712,0.945662736893,0.0571148395538,-0.0264123361558,-0.964235424995,-0.257469236851
1554932509810341626,84881,1554932509810341626,world,-0.844918727875,-0.84238243103,0.945597171783,0.0563589185476,-0.0265871062875,-0.96423470974,-0.257620483637
1554932509820801128,84882,1554932509820801128,world,-0.844927072525,-0.842408418655,0.945560455322,0.0557999573648,-0.0265295803547,-0.964240431786,-0.257726460695
1554932509830185142,84883,1554932509830185142,world,-0.844930887222,-0.842411756516,0.94553565979,0.0553502961993,-0.0264266915619,-0.964261472225,-0.257755488157
1554932509940159665,84884,1554932509940159665,world,-0.845069885254,-0.842428445816,0.944998025894,0.0524347424507,-0.0291709285229,-0.964394211769,-0.257572203875
